"age","repub","MIP"
67,0,"were a little too liberal as a country"
27,1,"kids in poverty"
29,1,"quality of education"
77,0,"crooked president"
29,0,"health care cutbacks"
44,0,"the president"
40,1,"inflation"
58,1,""
55,0,"not being honest"
58,1,"racisim"
74,0,"Honesty in politic."
70,0,"moral problems"
71,0,"liberalism"
29,0,"Right to have an abortion"
21,0,"lack of morals"
29,0,""
35,1,"crime,laws not strict enough"
43,0,"The price of gas."
69,0,"our president"
72,1,"education"
28,0,"taxes and corupt government oficials"
26,1,"too much violence"
55,1,"poverty"
70,0,"crime and gun violence"
35,0,"unemployment"
63,1,""
27,1,"drugs"
57,0,""
42,0,"moral issues"
26,1,"homeless"
55,1,"not having a military force"
63,0,"if we had a little more honesty in pollitics it would help"
56,1,"environment"
71,1,"no"
76,0,"social security"
28,1,"the foreigners coming over here and taking money away from our old people"
60,0,"aids, and the econmoy and abuse"
46,1,"enoviorment"
76,1,"crucket politics"
59,1,"corruption"
40,1,"not enough parents being parents"
37,0,"crime and drugs"
20,1,"violence by kids"
62,0,""
50,1,"Welfare Reform"
71,1,"gas cost"
53,0,"Drugs"
50,0,"terrorism"
47,1,"taking care of the poor"
76,1,"things that have to do with medical stuff"
56,1,""
39,0,"education"
44,1,"environment"
34,1,"gas (elab) most debate issue."
45,1,"deeping gulf between people that have things and the people who dont"
38,1,"education and violence in school and in the street"
86,0,""
18,1,"violence;"
39,0,"national debt"
76,1,""
76,1,"they dont enforce the law and they are not allowed the judges slap their hands a"
34,0,"family values"
41,0,"decline of family values"
57,1,"Economics"
93,1,""
37,0,"not tough enough laws"
31,1,"Healthcare, national healthcare."
75,0,"education"
33,0,"edic"
38,0,"abortion,need to end"
45,0,""
31,0,"inflation"
40,1,"drugs"
80,0,"education of the children.  General Powell has the right idea, save the children"
75,1,"ecololegy"
41,0,"rise in gas prices"
30,1,"crime"
73,1,"taxes and medicare"
34,0,"discipline with children"
73,0,"crime"
67,0,""
84,1,"the people that we send into government service do not do their job after they g"
44,1,"hunger homeless schools jobs ,decient place to live"
41,1,"poverty"
58,0,"giving kids values"
44,1,"jobs dont pay enough"
22,1,"crime"
23,1,"environmental concerns"
59,1,"letting all the foreigners into the u.s."
83,1,"drug and health problems"
75,1,"older people need a little more help in housing."
34,0,"education"
47,0,"health maintenance organizations need to be gotten under control"
30,0,"prices go up but pay stays the same"
74,1,"a womens choice to choose her reproductive life"
54,1,"senior citizins, pertaining to medical and social security"
49,1,""
27,0,""
54,1,"the way people have no respect"
61,0,"immigration problem in western u.s."
42,1,""
18,1,"gun control, needs to be alot more."
26,0,"moral issues"
47,0,"unemployment"
45,0,"guns"
55,0,"The Economy"
47,0,"education"
46,0,"losing some of our rights."
43,1,"guns"
72,0,"picking a good president"
47,1,"defense, closing too many of the bases"
51,0,"drug problems"
46,1,"lack of morals"
39,0,"economy"
88,1,""
54,1,"They don't take care of the elderly."
45,1,"economy"
21,1,"|overpopulation"
70,1,"not close enough to god"
25,1,"intolerance and ignorance"
42,1,""
57,0,""
26,0,"racism"
51,0,"Education"
45,1,"economics"
40,1,"over population"
39,0,"the fact that people do not take resposability fot thier actions"
59,1,"murders in school"
30,1,"gang related crime."
55,1,"drugs"
36,0,"Drugs"
50,0,"social security"
39,0,"crookedness of politics, and double standard"
32,1,"unemployment (elab) it is hard to get jobs & sometimes it is harder for a hispan"
52,1,"education"
63,1,"The big government is not doing right. they are all in for the big pocket money"
67,1,"elian gonzalez"
52,0,"moralality"
48,0,"drugs"
38,1,"crime (spec) no"
57,0,"don't like the politicians  they have no regard for their constituents"
37,0,"crime"
29,0,""
20,0,""
59,1,"the anger our youth have today"
52,0,"finacial issues (spec) tax issues"
43,1,"guns"
34,1,"health insurance for everyone"
35,0,"elderly"
39,1,"POOR PEOPLE..."
52,1,"Taxes are too high."
59,1,"high taxes"
38,0,"Moral standards, it hardly exists."
75,0,"big goveernment"
18,1,"world hunger"
68,1,"health care, crime & NRA (most) health care"
53,1,"segmrntation of society"
34,1,"greed"
36,0,"drugs and young people"
56,1,"gun control"
23,0,"mintory strain enconomy"
36,0,"morality"
50,0,"crime"
52,1,"the problem is that minorities don't have an equal chance to advance in this cou"
24,1,"violence in the youth culture"
50,1,"drugs"
68,1,"violence with guns"
24,1,""
40,1,"crime"
45,0,"education"
65,0,"the youth of the america we need to get the govt out of our lives."
28,0,"moral climate of the country/too much government and welfare"
47,1,"unemployment"
67,0,""
47,1,"poverty lack of food when there is plenty of it here"
44,0,"morality"
41,0,"taxes too high"
43,0,"the economy and gas prices"
47,1,"violence"
50,1,"honesty"
70,0,"morals"
28,1,"welfare reform"
58,0,"immorality cant talk about the lord drifted so far away we caNT talk about God"
46,0,"morals"
58,1,"medical health care issues"
53,0,"still have a distint problem w/ inflation"
61,1,"the uncertainty w increase og interesyt and stock narket"
29,0,"declined mortally"
45,0,"gobal warming"
26,1,"teen pregnancy"
31,1,"violence w/teens"
51,1,"gun control"
31,1,"economic desparities"
43,0,"morality"
87,1,""
41,0,"the presidnet"
60,0,"democractic party"
94,1,"senior citizen"
23,1,"increasing divide between rich and poor"
28,0,"The non standardized education, more money into it."
56,1,"pollution of rivers and water system"
68,0,"youth supervison"
32,0,"lack or morals"
38,1,"violence in youth"
65,1,"more spanking"
78,0,"drugw|drugs"
79,1,""
28,1,"bad education"
53,0,"social securty for the older people, i don't think they are getting a fair shake"
74,1,"drugs"
78,0,"taking care of senior citizens"
31,1,"drugs"
30,0,"homelessness"
18,1,"racisim"
34,0,"drugs & homeless people in our country"
46,1,"education and helth"
51,1,"biggetry"
55,1,"decintagration of family life"
18,0,"poverty"
36,1,"race relations"
40,1,"elain  gonzalez"
51,0,"crime"
48,1,"poverty"
25,1,"violence"
34,0,""
46,1,"Taxes are too high."
24,1,"elian gonzalez"
48,1,"national debt"
30,1,"drugs"
52,1,"the health situation (clar) aids, price of medications"
51,0,"our moral fiber is going downhill"
27,1,"Drugs"
84,1,"over population"
33,0,"economy"
43,0,"health care"
23,1,"i'd say guns"
66,0,"violence domestic and gun violence   crime"
57,0,""
40,0,"gas prices"
54,1,"The healthcare issue, I guess.  Even people who can afford health insurance does"
27,1,""
39,1,""
35,0,"gangs and drugs"
31,0,"homelessness, overtaxing"
20,1,"poverty (elab) the problem with welfare (about) you only can be in welfare for 2"
78,1,"we're not supposed to be policing the world. once we put down an uprising, we ou"
56,0,"lack of parental control over the children"
48,0,"bill clinton"
30,1,"guns"
82,1,""
25,0,"economic issues"
29,0,"the breakup of the family"
40,0,"attitude/lack of appreaction"
20,1,"lack of opptunity"
79,0,"Lack of integrity and morality."
36,1,"not enough work"
55,0,"teens"
39,0,"education"
65,1,"violence"
40,0,"drugs|\"
85,0,"cleaning up politics"
50,1,"the economy"
22,0,"lack of religion"
43,0,"gun control"
78,1,"drugs"
63,1,"people hungry and starving, old people welfare for old people"
35,1,"liars all over the place"
64,1,"guns"
32,1,"overspending taxpayers money on space program and overseas interests, war effort"
48,1,"violence"
30,1,"education"
68,0,"politicians"
29,0,"crime"
60,1,"Inability to accept differences in people"
47,1,"The rampid increase of drug use."
40,1,"prejude"
77,1,"drugs"
52,0,"the long term condition of the economy"
34,0,"lack of moral standards"
38,1,"globalization"
25,0,"god is not in control of the nation"
57,1,"healthcare system"
78,0,"pres. refusses to aknowlegde that our country is based on the order of law,"
48,0,"teenaged crime, due to lack of parental control."
43,1,"special need kids"
75,0,"having pres clinton in office (elab) he is ruinning the country (spec) there are"
77,1,"need more help for senior citizens"
49,0,"medicare and insurance coverage, health care problems"
42,1,"kids with guns"
27,1,"violence in schools"
48,0,"teen violence"
21,1,"homelessness"
81,0,"extreme poorness"
57,1,"keeping the economy going"
52,1,"drug abuse"
29,0,"crime"
26,1,"lack of children being raised by parents"
65,0,"the way the politics are being run corruption in politics"
53,1,"the plight of the homeless"
49,0,"violence"
73,1,""
52,0,"lack of consideration for other people"
34,1,"education"
48,1,"violence"
22,1,"child violence"
45,1,"child abuse"
24,0,"Youth and guns"
26,1,"womens rights"
58,0,"parents being able to discipline their kids"
35,0,"child abuse"
52,0,"complaints (how) everybody is complaining about something"
21,0,"poverty"
30,0,"the environment"
34,0,"gun control"
31,1,"the threat of terrorism"
69,1,"government taking over"
65,0,"cost of medication"
59,0,"poor and rich problems"
75,1,"mean kids"
53,1,"fact that took god out of school & they don't allow parents to discipline their "
46,1,"health care"
31,1,"education"
34,1,"lack of support for the poor and middle class"
37,1,"unemployment"
31,0,"racism and poverty"
44,1,"inability for everyone to interact together"
44,0,"juvenielle crime"
40,0,"EDUCATION"
85,0,""
33,0,"liberal democrats"
53,0,"moral decline"
33,0,"Child Care issues"
39,0,"too much government intrusion especially in gun control"
59,1,"killing of each other"
34,1,"violence"
65,1,"uncernties of the future"
83,1,"poverty"
27,1,"|poverty"
32,0,"crime and prison overcrowding"
35,1,"overpopulation"
67,0,"medical costs"
66,0,"farming industry"
80,0,"social security"
47,1,""
31,1,"the economy"
60,0,"national defense"
60,0,"lack of morals"
27,1,"excessive consumption of consumer goods"
43,0,"taxes to liberal government and the loss of the value of life"
29,1,"loss of family unit"
43,1,"unity of all cultures"
44,0,"violence"
37,1,"economy"
53,0,"Nothing to base morals on, no belief in God."
37,1,"economicall w/stock market crash"
53,1,"violence"
76,0,"low price of wheat"
51,0,"drugs"
29,0,"education for kids"
43,1,"crime and violence"
43,0,"peoples rights"
38,1,"Gun control"
52,0,"to many people on welfare not giving the older people enough social security or "
32,1,"racism"
45,0,"over taxation"
69,0,"politicians"
23,1,"poverty"
77,1,"racial hatred..."
54,1,"crime"
76,0,"morality"
18,1,"dishonesty"
23,1,"racism"
76,1,"youth"
57,1,"heath care and old age"
35,1,"crime and violoence"
29,0,"MORAL ISSUES"
71,1,""
49,1,"Crime"
22,0,"|apathy"
33,1,"social breakdown increased violence"
62,1,"funding soocial security"
26,0,"Gun Control"
53,1,"education"
51,1,""
36,0,"abuse of office of the president"
59,1,"health insurance"
32,1,"HOMELESSNESS"
46,1,"the continued pursiut of democracy trying to help russia become a self supportin"
44,1,"homeless"
62,1,"minimum wage is too ;low"
32,0,"THE PRESIDENT"
65,1,"the economy"
31,0,"Violence, terrorism, whatever, gun violence."
42,1,"medicare"
29,0,"homelessness"
80,1,""
39,1,"medical costs"
37,0,"Employment"
70,0,"immegration/also world trade-visa vie involvement by our country"
33,1,"morals"
81,0,"marriages not lasting"
29,0,"teen crimes"
48,1,"racism"
30,0,"violence"
26,1,"welfare"
33,1,"mothers working"
53,0,"drugs"
64,0,"kids being brought up the way they are--won't behave"
19,1,"people crazy they will do anything"
51,1,"poverty"
41,1,"guns"
39,1,"crime"
61,1,"government corruption"
32,1,""
44,1,""
38,0,"breakup of families/divorce"
50,1,"drugs"
36,1,"education of the children and also the issue of crime with kids using guns"
27,1,"crime"
33,1,"education"
20,1,"environmental issues"
57,1,"healthcare"
57,0,"economy"
52,1,"juvinile crime"
39,0,"taxes too hi\gh"
58,0,"healthcare."
40,1,"children, killing of"
36,0,"schools are really bad."
46,1,"health care"
18,1,"poverty on national level"
58,0,"family breakdown"
67,0,"current government, bill clinton etal"
50,0,"Youth and marijuana."
54,1,"terrorism"
45,0,"violence amongst children"
60,1,""
62,0,"taxes"
43,1,"kids and violence"
62,0,"security"
32,1,"poverty"
28,1,"education"
42,0,"The medical coverage"
50,0,"family values"
60,1,"the politicians are more concerned about their own agendas than the people who v"
30,1,"crime"
46,0,"Government trying to ruin people's lives."
41,0,"moral values and the decline"
35,0,"drugs"
65,1,"gun control"
45,0,"the spending habits of our government"
59,1,"lack of concern for other people"
72,0,""
75,0,"families aren't raising children with respect"
26,1,"violence"
38,1,""
56,1,"discrimination"
52,1,"necular war"
62,1,"I'm always concerned about the guns and violence..but I don't think guns are the"
29,0,"lack of respect for the country's history"
40,1,"trade"
62,0,""
41,1,"our children"
30,0,"morals overall"
38,1,"taxes"
44,1,"Crime"
33,0,"schools"
35,1,"the decline of the 'family'as the governing unit"
72,0,"balenceing the buget"
72,1,"Morality"
74,1,"elderly health problems, medications is too much money"
53,0,"violent gun crimes"
31,0,"youth violence"
43,1,"feeding and caring for the poor"
62,1,"unemployment"
27,1,"Crime"
40,0,"education"
26,1,"hunger"
25,1,"gay rights"
43,1,"people not being able to get care when they're sick"
64,1,"teenagers with guns, too much violence in the country"
41,0,"lack of morals in the white house"
42,1,"crime"
32,1,"unemployment"
58,0,"too many democrats"
44,0,"our president"
38,1,"homeless,don't have a president with good morales"
33,0,"meddling in the foreign affairs of other coountries too much"
25,0,""
32,1,"terrorrist"
37,0,"So many!  Not on track.  I guess what I'm trying to say is I'm sick of listening"
29,0,"school system"
84,1,"neglect of children and elderly"
43,1,"since of ampathy in youth not involved"
67,1,"guns"
36,0,"greed"
68,1,"violence or drugs"
51,0,"retirement"
54,0,"violence"
56,0,"little cuban boy"
84,1,"the teenagers- the way they're killing each other in their schools & everywhere;"
50,1,"gun control"
40,0,"polititians"
57,0,"senior citizens getting their prescriptions"
30,0,"medicare"
40,0,"too may to talk about"
44,1,"education, lack of prayer in schools"
67,0,"violence"
