V1,V2,V3,V4,V5,V6,V7,V8,V9,V10,custom1,gc,quota,Q32,Q1,Q2,Q22,Q4,Q3,Q24,Q5,Q25_1,Q25_2,Q25_3,Q25_4,Q25_5,Q25_6,Q25_7,Q25_8,Q23_1,Q23_2,Q23_3,Q23_4,Q23_5,Q23_6,Q4_1,Q4_2,Q4_3,Q4_4,Q4_5,Q4_6,Q4_7,Q4_8,Q4_9,Q4_10,Q5_1,Q5_2,Q5_3,Q5_4,Q5_5,Q5_6,Q5_7,Q5_8,Q5_9,Q6_1,Q6_2,Q6_3,Q6_4,Q6_5,Q6_6,Q6_7,Q6_8,Q6_9,Q6_10,Q7_1,Q7_2,Q7_3,Q7_4,Q7_5,Q7_6,Q7_7,Q7_8,Q7_9,Q7_10,Q8_1,Q8_2,Q8_3,Q8_4,Q8_5,Q8_6,Q8_7,Q8_8,Q8_9,Q8_10,Q8_11,Q8_12,Q8_13,Q8_14,Q9_1,Q9_2,Q9_3,Q9_4,Q9_5,Q10_1,Q10_2,Q10_3,Q10_4,Q10_5,Q10_6,Q10_7,Q3.0,Q1_1,Q1_2,Q1_3,Q1_4,Q1_5,Q1_6,Q1_7,Q1_8,Q1_9,Q1_10,Q1_11,Q1_12,Q8,Q7_1.0,Q7_2.0,Q7_3.0,Q7_4.0,Q7_5.0,Q7_6.0,Q7_7.0,Q7_8.0,Q7_9.0,Q7_10.0,Q7_11,Q7_12,Q28_1,Q28_2,Q28_3,Q28_4,Q28_5,Q28_6,Q28_7,Q28_8,Q28_9,Q5.0,Q4_1.0,Q4_2.0,Q4_3.0,Q4_4.0,Q4_5.0,Q4_6.0,Q4_7.0,Q4_8.0,Q4_9.0,Q2_1,Q2_2,Q2_3,Q2_4,Q2_5,Q2_6,Q2_7,Q9_1.0,Q9_2.0,Q9_3.0,Q9_4.0,Q9_5.0,Q9_6,Q9_7,Q9_8,Q9_9,Q9_10,Q10_1.0,Q10_2.0,Q10_3.0,Q10_4.0,Q11_1,Q11_2,Q11_3,Q11_4,Q11_5,Q11_6,Q11_7,Q11_8,Q11_9,Q11_10,Q12,Q13_1,Q13_2,Q13_3,Q13_4,Q13_5,Q13_6,Q13_7,Q13_8,Q13_9,Q11_1.0,Q11_2.0,Q11_3.0,Q11_4.0,Q11_5.0,Q11_6.0,Q12_1,Q12_2,Q12_3,hugrev,enjoytouchrev,shdnotbeuncomfrev,liketouchrev,showemorev,likebetouchedrev,touchpersrev,touchICK,okdoctouchrev,undoctouchrev,docshdtouchrev,prefdoctouchrev,docICK
R_0MrGsjz0LIXekm1,Default Response Set,Anonymous, , ,184.156.199.105,0,12/16/2013,12/16/2013,1,500193876d4a48-8713-4f80-9779-38c12cda6159,1, ,1,2,43,3,1,1 year 10 months,1,4,7,7,4,4,7,7,7,7,6,6,4,4,4,4,7,11,10,7,11,11,2,7,10,10,11,11,2,2,11,11,11,2,2,9,11,11,7,9,7,9,2,2,6,6,11,8,5,8,11,5,6,11,11,11,11,2,2,11,11,11,2,2,11,2,2,11,2,8,5,8,8,5,2,2,11,2,11,11,2,1,5,4,6,6,7,1,2,5,4,4,2,3,1,5,7,4,4,6,3,5,1,6,3,7,4,1,1,1,1,1,1,1,7,1,1,7,1,5,6,5,7,5,5,7,5,5,5,5,5,5,5,3,5,5,5,5,5,5,5,5,4, ,1, , ,5,5,5,5,5,5,5,5,5,5,1,1, , , , , ,1, , ,5,1,1,1,1,1, , ,1,1,1,1,1,1,1,1,1.46153846153846,5,1,2,5,6.4
R_0NDzEDk3LrQDL25,Default Response Set,Anonymous, , ,173.187.100.198,0,12/16/2013,12/16/2013,1,500193${custom1},1, ,1,2,23,1,2,December 2013,0,1,1,2,3,4,5,6,7,6,5,4,3,2,1,2,7,3,11,5,10,8,10,9,6,4,9,2,7,3,6,5,4,8,1,7,3,4,11,9,8,6,2,10,5,4,2,5,10,6,1,7,8,3,9,2,3,4,5,6,7,8,9,10,11,10,9,8,7,3,2,4,6,5,2,5,3,1,7,4,6,1,5,2,2,3,5,6,3,7,1,6,4,4,1,5,6,7,6,5,4,3,2,1,2,3,4,5,6,7,6,5,4,3,2,1,1,6,5,4,3,2,1,2,3,4,2,3,4,5,4,3,2,1,2,3,4,5,4,3,2,1,2, , ,1, ,4,5,4,3,2,1,2,3,4,5,1, , , ,1, , , , , ,3,2,1,2,3,4, , ,1,10,9,6,5,4,1,4,6.61538461538461,5,9,1,7,6.9
R_0NUx5FssTbCVrA9,Default Response Set,Anonymous, , ,174.58.250.97,0,12/16/2013,12/16/2013,1,500193c0604515-bbd9-4b0c-81f7-5d049d0f471f,1, ,1,2,56,3,1,2,10,4,1,1,1,1,7,7,5,5,4,4,7,7,7,4,4,10,9,10,5,10,3,9,10,2,8,10,9,3,10,8,8,9,2,9,10,2,3,5,7,6,10,2,8,9,10,3,3,4,7,9,5,2,10,10,5,5,1,9,3,7,6,6,6,6,1,6,6,7,6,7,7,4,1,1,10,1,10,2,5,1,4,4,4,7,5,3,4,5,4,5,4,6,1,4,4,4,4,5,4,4,4,6,2,6,3,4,4,5,4,4,4,4,6,4,1,4,3,4,5,4,4,4,4,4,2,3,3,4,3,3,3,1,4,4,4,4,5,3,3,3,3,1, , , ,1,1,4,1,1,1,1,1,1,1,1,1, , ,1,1, , , , ,3,1,3,2,1,1, , ,1,2,7,3,9,5,6,6,4.84615384615385,8,2,3,2,5.4
R_0NXxsyiVxFCX7Zr,Default Response Set,Anonymous, , ,97.123.163.123,0,12/17/2013,12/17/2013,1,500193e196bbb1-8be7-4af1-ad91-aef8e6a20b84, , ,1,2,56,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_0O4SpjWiiNqD2m1,Default Response Set,Anonymous, , ,108.250.141.187,0,12/16/2013,12/16/2013,1,50019311642098-45ac-4a96-a3c7-484ebd0c60e9,1, ,1,1,67,3,1,3,3,6,1,1,1,1,4,7,5,5,1,1,7,7,7,1,10,10,9,10,2,2,2,2,2,10,10,9,6,2,9,10,9,2,2,9,2,2,10,9,2,10,10,10,2,2,9,8,2,9,9,2,2,2,2,10,8,2,2,9,9,9,2,2,9,2,2,9,2,2,8,2,2,8,9,2,2,9,9,1,2,1,4,6,6,4,6,4,2,5,7,1,2,1,1,2,5,2,5,6,4,4,2,6,4,6,5,4,4,3,5,1,5,5,2,2,1,6,4,2,6,6,6,5,2,6,1,1,1,1,1,1,1,1,4,4,3,2,4,2,1,1,1,1, , , ,1,1,1,1,1,1,4,4,1,4,1,1, , ,1, , ,1, , ,4,3,4,3,1,1, , ,1,2,4,3,3,3,3,3,2.53846153846154,2,2,3,2,2.9
R_0OCOCegvjTnkrDn,Default Response Set,Anonymous, , ,174.62.87.24,0,12/16/2013,12/16/2013,1,50019319624442-9b70-4289-9db5-c78eb6c7b413, , ,1,2,62,5,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_0oet0DIsbttQ4YZ,Default Response Set,Anonymous, , ,184.88.38.221,0,12/16/2013,12/16/2013,1,500193c21c4769-559a-4bdc-914d-aa49ef2947cd,1, ,1,1,70,3,1,not sure,0,2,1,1,1,1,1,2,2,2,5,1,5,2,2,1,11,11,11,6,6,2,2,6,2,2,6,6,6,4,6,6,8,6,6,6,2,2,11,6,2,6,11,11,6,2,6,11,6,8,6,2,2,2,2,11,6,2,2,11,6,2,2,2,6,2,2,6,2,6,6,6,6,6,2,2,11,4,11,1,2,1,4,4,4,5,4,4,4,5,6,2,2,4,1,1,4,4,4,4,4,2,2,5,4,6,4,4,4,4,4,4,4,4,4,4,1,2,1,7,4,4,4,4,2,7,1,1,1,1,1,1,1,1,4,4,4,4,4,1,1,1,1,1, , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,6,1,6,10,6,6,3.69230769230769,1,1,1,6,2.9
R_0OIytQAtDVnKpzD,Default Response Set,Anonymous, , ,71.87.156.224,0,12/16/2013,12/16/2013,1,500193f72035f3-f343-43da-9588-d4d1ebf23773,1, ,1,2,65,3,1,8/13,3,2,1,1,1,1,7,7,7,5,1,6,2,2,7,1,10,10,9,10,2,3,2,2,3,2,9,9,5,2,9,11,9,6,4,10,3,3,11,10,3,11,10,10,3,6,3,6,3,8,10,3,5,3,3,9,7,5,2,10,8,7,4,4,7,4,1,9,3,4,8,4,4,8,10,1,6,9,7,8,2,1,3,6,6,7,6,2,4,5,5,2,5,2,1,3,4,4,4,5,4,4,4,5,4,5,3,5,4,1,4,4,4,4,4,4,1,5,4,4,4,4,4,4,4,5,3,3,4,4,3,3,3,1,4,4,3,4,4,1,1,1,1,1, , , ,2,1,4,1,3,2,4,4,2,2,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,3,5,2,4,5,5,3,3.61538461538462,2,2,3,2,2.3
R_0P1qnQL9z5ZfPCJ,Default Response Set,Anonymous, , ,68.104.171.204,0,12/16/2013,12/16/2013,1,50019395dfb47a-84ac-4e8a-878f-783f8175d085, , ,1,2,37,1,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_0p3GHThubMPxXGB,Default Response Set,Anonymous, , ,76.116.57.210,0,12/16/2013,12/16/2013,1,500193436ae9c7-25d4-4b6c-bf45-b2752c1640ed,1, ,1,1,22,6,1,last year,1,2,7,7,6,6,6,6,6,6,6,6,6,6,6,6,6,8,5,6,8,6,5,5,5,3,8,8,6,8,9,8,7,5,6,6,7,8,8,8,5,5,7,3,8,4,4,5,4,4,4,5,4,5,4,9,9,9,9,9,9,9,2,2,10,2,2,9,2,5,8,4,5,5,6,4,3,6,5,6,6,1,5,3,3,3,3,4,4,5,4,4,4,3,1,5,4,5,4,4,3,3,4,4,4,3,3,4,4,3,3,3,3,3,3,3,1,3,3,5,3,3,3,3,3,3,1,5,5,5,5,1,5,2,2,2,2,2,2,2,2,2,2, , ,1, ,4,4,4,4,4,5,4,5,4,5,1,1,1,1,1,1,1,1, , ,3,3,3,3,3,3, , ,1,3,3,3,3,3,2,3,3.53846153846154,6,4,7,6,5.5
R_0po3KZoqoB8K62x,Default Response Set,Anonymous, , ,64.222.110.231,0,12/16/2013,12/16/2013,1,5001935abde8f6-2433-4d2d-aaa2-f483d32bdfa7,1, ,1,2,36,3,1,10/3013,1,3,7,1,1,1,7,7,7,7,6,5,6,6,6,5,9,8,8,7,8,3,3,8,6,3,7,9,8,4,8,8,6,5,8,7,9,9,7,5,4,7,3,4,8,8,7,8,9,7,6,7,7,9,8,8,8,3,3,3,7,7,4,4,8,5,2,8,4,8,5,8,8,5,11,5,5,11,11,9,9,1,4,5,5,5,5,6,5,5,4,5,6,5,1,4,5,5,5,6,7,5,5,3,4,5,5,5,6,3,4,4,5,5,3,4,1,4,6,6,6,6,6,6,6,6,2,2,2,2,2,2,2,2,5,5,5,5,5,5,5,5,2,1, , , ,4,4,4,4,4,4,4,4,4,4,1,1, , , , , , , , ,1,1,2,4,1,1, , ,1,4,4,9,5,5,4,4,4.30769230769231,3,4,4,5,4.7
R_0PxISAWGkFQzFXL,Default Response Set,Anonymous, , ,108.52.89.41,0,12/16/2013,12/16/2013,1,500193b81026fb-56e5-4d14-a968-482d675e4e34, , ,1,2,58,3,1,5 months ago,1 1/2,4,1,1,1,1,1,7,7,6,4,2,5,7,4,5,11,11,11,11,2,2,2,2,2,11,11,11,11,2,11,11,11,2,2,11,4,3,11,11,2,11,9,10,2,7,9,8,2,10,11,6,9,3,3,11,9,7,2,9,6,8,3,3,9,3,2,8,3,3,10,3,4,9,10,2,7,9,7,11,2,1,4,5,6,6,6,3,2,5,7,1,3,2, , , , , , , , , , , , , , , , , , , , , , ,1,6,2,5,6,4,6,3,4,7, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , ,1,3,3,6,4,3,4,3.38461538461538,1,1,1,1,2.5
R_0qXNPRt7hcvpQc5,Default Response Set,Anonymous, , ,99.250.205.178,0,12/17/2013,12/17/2013,1,5001938e0b38a5-c327-4fd6-a681-ea97a8257a5e, , ,1,2,45,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_0qY7IjYAhnTCNjD,Default Response Set,Anonymous, , ,75.17.237.112,0,12/16/2013,12/16/2013,1,5001932b967e7a-ba59-47fe-acfb-cfaa3066de2e, , ,1,2,50,3,1, , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , , 
R_0SSgJVlbw6QKDgp,Default Response Set,Anonymous, , ,71.207.52.119,0,12/16/2013,12/16/2013,1,50019348b87965-1fdd-498d-a4e8-b96d1fbec3cf,1, ,1,2,52,1,1,1 m,1,1,1,1,1,1,1,2,1,1,1,1,1,3,1,1,2,11,11,9,8,10,2,2,9,11,11,11,1,1,11,11,11,2,1,11,8,7,1,11,6,2,8,7,6,7,5,5,1,11,11,1,11,1,7,11,6,7,3,4,4,1,1,1,1,1,1,1,1,2,11,2,2,11,11,5,2,11,2,11,1,1,3,4,7,7,4,7,4,4,7,7,7,7,1,7,7,1,3,7,3,3,4,3,4,3,4,4,4,4,4,4,4,5,2,4,1,7,3,4,2,6,4,3,1,5,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1, , , ,3,3,3,3,3,3,3,3,3,3,1,1, , , , , , , , ,3,3,3,3,3,3,1, , ,1,6,8,8,11,11,11,5.38461538461539,10,1,1,3,5.7
R_0Ti5ncwUkoC4rit,Default Response Set,Anonymous, , ,64.134.60.40,0,12/16/2013,12/16/2013,1,500193c1b32e27-901a-4bdb-8b20-a52f68f59694,1, ,1,1,56,3,1,3 years 6 months,0,7,7,7,6,1,1,1,7,1,1,1,1,1,1,1,8,8,10,7,9,8,9,9,8,10,8,8,9,9,9,10,10,9,10,10,8,9,10,10,9,11,10,9,9,8,9,10,8,7,8,10,9,9,8,10,8,10,9,10,8,9,10,9,8,8,9,7,4,5,8,7,7,9,2,1,2,1,2,1,3,1,3,7,3,4,7,5,2,4,6,2,7,1,1,7,6,7,2,5,3,6,6,5,6,5,4,1,1,2,1,1,1,2,2,1,1,4,3,4,2,4,3,4,5,4,3,3,4,5,3,3,3,3,4,4,3,3,3,3,1,1,1,1, , , ,5,4,4,4,3,4,4,5,4,2,1, , , , , , , , ,1,5,4,2,1,1,1, , ,1,2,4,2,4,3,4,5,6.07692307692308,4,4,2,5,6.8
R_0vpm13n1rApqsxT,Default Response Set,Anonymous, , ,174.124.100.248,0,12/16/2013,12/16/2013,1,500193fcc251f8-e253-4eeb-a275-ae29bfa17ea6,1, ,1,2,56,3,1,10 years,2,5,3,1,1,1,1,7,7,6,7,1,1,1,1,1,7,10,2,6,10,5,2,9,6,6,5,8,8,2,9,11,7,9,9,9,2,2,9,11,9,11,11,11,2,11,10,2,2,2,10,11,11,2,2,9,5,11,3,1,3,2,11,11,2,10,2,6,9,11,9,11,11,10,2,2,11,2,11,2,9,1,7,7,1,1,6,7,7,2,1,1,6,7,1,7,1,7,1,1,7,7,7,1,7,1,5,1,1,1,6,6,1,1,7,1,1,5,1,7,1,5,3,2,1,6,1,1,4,4,1,1,1,1,4,4,4,4,4,1,1,1,1,1, , , ,3,1,3,5,3,1,3,3,2,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,3,7,11,9,10,10,6,8,5,2,10,6,6.1
R_0Vqa5K66jIMrVk1,Default Response Set,Anonymous, , ,68.62.147.164,0,12/16/2013,12/16/2013,1,500193b6a06a87-470c-44c0-8196-8b9514c1c1a8,1, ,1,1,21,1,1,1 year,30 minutes,4,6,7,5,1,4,7,1,1,5,1,5,5,5,1,10,8,6,9,11,9,6,9,7,2,8,11,3,9,9,8,8,8,7,9,7,8,9,8,10,8,7,2,10,8,9,9,8,8,9,9,8,2,9,11,7,4,2,11,6,8,6,7,7,8,8,6,6,4,10,4,4,10,8,6,8,10,6,7,2,1,5,5,5,6,4,5,4,6,4,4,6,5,1,5,5,6,7,4,4,5,5,4,6,5,5,6,5,4,4,5,3,5,6,6,1,6,3,4,5,4,5,5,4,5,1,5,4,3,3,4,4,1,1,3,2,3,3,4,3,4,4, , ,1, ,3,3,2,4,4,4,4,3,3,4,1,1,1, , , ,1,1, , ,4,3,3,1,4,3, , ,1,1,5,1,6,4,5,6,4.84615384615385,2,4,6,3,5.9
R_0vS7VvGEyhrA2BT,Default Response Set,Anonymous, , ,69.225.89.165,0,12/16/2013,12/16/2013,1,5001935a022a86-1980-4231-9c39-fa3df0fa75c8,1, ,1,2,40,2,1,September 2012,0,4,1,1,6,1,4,4,1,4,1,1,1,1,1,1,6,8,6,6,8,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,6,8,6,6,6,6,6,6,6,6,9,6,6,4,8,6,6,6,6,6,6,6,6,6,6,6,7,7,6,6,6,6,6,7,6,6,1,4,4,2,4,6,4,7,4,4,4,4,6,1,7,7,4,4,3,7,3,3,5,6,7,4,1,1,3,1,5,1,1,7,2,1,1,1,7,1,1,4,4,1,3,1,3,3,3,1,1,1,3,3,3,3,3,3,3,1,1,1, ,1, , ,1,1,4,1,1,1,1,1,1,1,1,1, , ,1, , , , , ,3,1,1,1,1,1, , ,1,3,6,4,6,6,6,6,5.46153846153846,6,4,6,6,6
R_0xnWv4tJm64qGZ7,Default Response Set,Anonymous, , ,71.194.190.142,0,12/16/2013,12/16/2013,1,5001938e27655a-ec82-48c0-afd0-3518323e8af7,1, ,1,1,64,3,1,3 months,1,3,3,1,1,1,7,7,2,4,7,1,6,6,6,1,11,11,10,11,2,2,2,3,2,2,11,11,2,2,11,11,9,2,2,11,3,5,7,11,4,11,11,2,6,5,9,6,2,6,11,4,7,2,2,9,6,4,2,8,7,7,5,5,6,3,2,7,2,4,7,4,5,7,11,2,2,11,8,2,2,1,4,4,7,4,5,2,2,5,6,1,6,1,1,2,7,4,6,7,4,4,2,5,3,6,4,4,4,2,4,1,2,4,3,4,1,3,2,7,4,5,6,3,2,6,1,1,3,3,1,1,1,1,4,4,3,4,3,1,1,1,1,1, , , ,3,1,4,4,2,2,3,3,3,3,1,1, , ,1, , , , , ,1,1,1,1,1,1, , ,1,3,6,4,5,5,6,5,4.23076923076923,1,1,2,1,1.8
R_1ACiFAOr24fEF9z,Default Response Set,Anonymous, , ,98.239.153.188,0,12/13/2013,12/13/2013,1,5001937139685a-d459-46a6-a72e-94f2621f271e,1, ,1,2,45,3,1,3mon's,3,4,7,4,5,1,6,7,7,7,7,6,5,7,7,5,9,11,9,8,2,4,2,8,10,2,10,10,10,10,10,10,10,7,10,10,2,8,7,10,6,10,2,9,10,10,9,9,9,7,10,9,7,6,8,9,6,3,2,10,8,8,2,2,9,2,2,7,2,8,6,7,8,7,10,2,2,10,7,10,6,1,6,6,5,6,6,2,3,5,6,6,6,4,1,3,6,2,7,7,7,6,4,7,4,4,6,3,5,1,5,1,3,5,5,1,1,7,4,4,6,6,6,7,6,6,3,3,3,3,3,3,3,1,4,4,4,3,4,1,1,1,1,1, , , ,4,4,4,4,4,4,4,4,4,4,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,3,6,2,4,4,3,5,3.07692307692308,3,1,3,4,3.9
R_1ACtWj7Cu4VBsu9,Default Response Set,Anonymous, , ,108.85.26.94,0,12/16/2013,12/16/2013,1,500193159ddb70-60a3-4a39-bcc3-15c2c0c3a87f,1, ,1,2,24,1,1,not no,30mins,2,7,6,4,4,4,6,6,2,5,1,1,4,4,1,6,6,6,6,6,6,6,6,6,6,7,7,9,7,8,8,7,7,7,11,5,3,4,5,2,5,5,3,2,8,8,8,8,7,9,9,8,8,7,6,6,6,8,6,6,6,6,7,7,7,7,7,7,2,11,2,2,10,11,5,4,4,5,5,6,1,4,4,4,5,4,4,5,4,5,4,4,5,1,4,4,4,5,5,5,5,5,5,5,5,5,4,4,4,5,5,5,5,5,5,1,1,1,1,1,1,1,1,1,1,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,3,1, , , ,3,3,3,3,3,3,3,3,3,3,1,1, , , , , , , , ,3,3,3,3,3,3,1, , ,6,6,6,6,6,5,5,6.23076923076923,6,6,6,6,6
R_1AIB0lHOJ1rv8Sp,Default Response Set,Anonymous, , ,75.97.43.220,0,12/16/2013,12/16/2013,1,500193d62a786e-4443-47c7-8415-f9f3f8305435,1, ,1,1,30,3,1,11/2013,1,4,1,1,7,1,7,7,7,1,7,1,5,5,5,1,6,11,6,6,6,5,5,6,5,5,6,11,7,7,7,7,6,6,7,6,6,6,6,6,5,6,6,6,6,6,7,6,6,7,5,7,6,6,6,7,8,6,7,8,7,7,7,6,7,7,6,7,7,4,4,4,4,4,6,7,6,7,7,6,7,1,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,5,1,5,5,5,5,5,5,5,5,5,1,5,5,5,5,1,5,4,4,4,4,4,5,5,4,4,4, ,1, , ,3,3,3,3,3,3,3,3,3,3,1,1,1,1, , , , ,1, ,5,5,1,5,5,5,1, , ,5,4,4,5,5,5,5,5.53846153846154,6,1,6,6,5.1
R_1Cib9bCqsP8UCSp,Default Response Set,Anonymous, , ,71.55.138.37,0,12/16/2013,12/16/2013,1,500193d6968919-a49c-4ace-8f1f-a01674a8c3e8,1, ,1,1,62,3,1,20 days ago,3,2,7,1,6,1,6,7,7,6,5,1,7,7,7,1,9,9,9,9,4,3,3,4,3,3,9,8,4,3,8,9,9,3,4,8,4,3,9,8,3,8,5,8,4,3,5,9,4,8,8,4,4,5,4,9,7,2,3,9,8,8,3,3,8,2,1,8,2,3,8,3,3,8,9,3,3,9,5,1,3,1,2,3,6,6,5,2,2,6,7,7,4,2,1,2,5,2,6,5,2,2,2,6,3,6,3,5,5,3,4,4,5,6,2,3,1,2,3,6,6,3,6,3,3,6,1,1,4,4,1,1,1,1,4,3,3,3,4,1,1,1,1,1, , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, ,1, ,3,5,3,4,4,4,4,3.15384615384615,3,3,3,3,3.2
R_1FebvcnZndVewwB,Default Response Set,Anonymous, , ,76.188.140.131,0,12/16/2013,12/16/2013,1,500193bd9dd22d-85f4-48bc-a1c9-d72173062ce4,1, ,1,2,50,3,1,November 2013,none,4,7,1,7,1,1,1,7,1,1,1,1,1,1,1,2,2,11,2,2,2,2,6,11,2,2,2,2,2,11,2,11,2,11,11,11,2,11,11,2,11,2,11,2,2,2,2,2,11,11,11,2,2,11,11,11,2,2,11,11,1,2,2,11,2,2,9,2,9,10,10,9,10,11,1,2,11,9,11,2,1,1,1,7,7,1,1,1,7,7,1,1,1,1,7,1,1,7,7,1,1,7,7,7,7,7,1,1,1,1,1,1,1,7,1,1,1,1,7,1,4,7,7,1,7,3,3,3,3,3,3,3,1,4,4,5,5,5,1,1,1,1,1, , , ,5,5,5,5,5,5,5,5,5,5,1,1, , ,1, , , ,1, ,1,1,5,1,1,1, , ,1,1,1,1,1,11,1,3,2.38461538461538,10,10,1,10,5.6
R_1FfI3WmYZZG1lU9,Default Response Set,Anonymous, , ,76.252.234.126,0,12/16/2013,12/16/2013,1,500193e41808a5-e90b-42e2-b3ca-08a6cdff27bb,1, ,1,1,58,3,1,11/2013,6,1,6,1,1,1,1,7,3,7,1,7,7,7,7,7,11,11,11,11,2,2,2,3,2,2,11,11,2,2,11,11,11,2,2,11,2,2,11,11,2,11,11,11,2,2,2,11,2,11,11,2,2,2,2,11,10,2,2,11,10,6,2,2,10,2,2,9,2,2,11,2,2,11,9,1,3,11,6,1,2,1,1,2,7,7,7,1,1,7,6,1,2,1,1,1,7,1,7,7,1,1,1,7,1,7,4,3,4,2,3,4,5,6,1,2,1,4,4,6,6,6,7,7,5,7,1,1,1,1,1,1,1,2,4,4,4,4,4,1,1,1,1,1, , , ,1,1,1,1,1,1,1,1,1,1,1, , , , , , , , ,1,1,1,1,1,1,1, , ,1,1,2,1,2,6,2,3,2.23076923076923,1,1,1,1,1.7
R_1H5AvwxIhv3QrZ3,Default Response Set,Anonymous, , ,68.8.60.139,0,12/16/2013,12/16/2013,1,5001938741914c-f094-4b2b-bd74-1cc6bc3a1a89,1, ,1,2,58,3,1,3 months,1,4,2,1,1,1,1,7,7,6,6,5,5,5,7,6,11,11,11,11,2,2,2,2,2,2,10,11,3,2,10,10,10,4,2,3,3,3,10,10,3,10,10,10,3,3,4,10,3,10,10,3,8,3,3,10,10,3,3,10,10,10,3,4,10,3,2,10,3,3,10,3,3,9,10,1,10,11,8,9,3,1,5,5,5,6,7,6,4,7,3,1,1,5,1,7,2,3,4,6,5,6,6,6,5,7,6,2,2,2,6,2,2,2,6,2,1,7,5,3,6,6,5,6,5,6,3,3,4,4,3,3,3,3,4,4,4,4,4,3,3,3,3,1, , , ,3,3,4,4,3,3,4,4,3,2,1, , , , , , , , ,1,3,3,3,3,3,3,1, , ,2,2,2,2,2,2,2,2.46153846153846,1,1,1,1,1.6
R_1Hcma4ADKC6xrcV,Default Response Set,Anonymous, , ,72.201.130.116,0,12/16/2013,12/16/2013,1,500193b2ee06dc-e2a3-4592-8ed5-3bbefe9987da,1, ,1,2,36,5,1,6months,1,2,7,1,6,1,1,7,7,6,7,2,7,7,7,4,10,11,10,10,2,2,2,3,11,1,10,10,2,3,10,10,10,3,2,10,2,2,11,10,2,10,10,10,2,2,7,9,2,10,10,2,2,2,2,10,5,10,2,10,9,9,2,2,8,2,2,8,2,2,10,2,2,10,11,2,2,2,10,10,2,1,6,6,7,7,7,2,2,7,6,6,6,4,1,3,4,4,7,4,3,4,4,6,3,6,6,4,4,4,4,4,4,4,4,4,1,4,4,4,4,4,4,4,4,4,2,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4,4, , , ,1,4,4,4,4,4,4,4,4,4,4,1,1, , , , ,1,1, , ,4,2,3,2,1,1, , ,1,2,7,2,3,3,4,4,3.46153846153846,2,1,2,2,2.8
